ubigeo,iddpto,idprov,n_facilities_total,n_emergency_active,n_emergency_structural,camas_total,n_public,n_private,n_ccpp_baseline,dist_median_m_baseline,dist_median_m_alternative,pct_ccpp_gt5km_baseline,pct_ccpp_gt20km_baseline,pct_ccpp_gt5km_alternative,pct_ccpp_gt20km_alternative,susalud_latest_year,susalud_atenciones,susalud_atendidos,facility_density_baseline,activity_per_ccpp_baseline,comp_facility_baseline,comp_activity_baseline,comp_access_baseline,hadi_baseline,hadi_quintile_baseline,facility_density_alternative,activity_per_ccpp_alternative,comp_facility_alternative,comp_activity_alternative,comp_access_alternative,hadi_alternative,hadi_quintile_alternative,quintile_shift,classification_change
020508,02,0205,1,1,1,0,1,0,238.0,9394.0,10123.0,86.13,0.0,86.13,2.52,2026.0,56,56,0.42016806722689076,0.23529411764705882,0.5430711610486891,0.30604601391118247,0.3175494917067951,0.3889,Q2,0.42016806722689076,0.23529411764705882,0.5446762974852862,0.30604601391118247,0.6960941680042804,0.5156,Q3,1,worsened 1
010202,01,0102,18,0,2,0,18,0,103.0,11499.0,7124.0,88.35,10.68,71.84,0.97,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.7132156233279828,0.7287,Q4,1.9417475728155338,0.0,0.294275013376137,0.695024077046549,0.6784376672017122,0.5559,Q3,-1,improved 1
060202,06,0602,9,9,2,0,9,0,245.0,3331.0,7930.0,22.45,0.0,70.61,0.0,2019.0,32,32,3.6734693877551026,0.1306122448979592,0.3156768325307651,0.3317281968967362,0.3175494917067951,0.3217,Q2,0.8163265306122449,0.1306122448979592,0.4810058855002675,0.3317281968967362,0.3373461744248261,0.3834,Q2,0,same
040407,04,0404,0,0,0,0,0,0,29.0,3741.0,3741.0,31.03,3.45,34.48,3.45,2018.0,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.6637239165329053,0.7122,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.7081326912787587,0.7289,Q4,0,same
060807,06,0608,5,5,1,0,5,0,95.0,4498.0,7598.0,43.16,0.0,78.95,0.0,2026.0,60,52,5.263157894736842,0.631578947368421,0.23996789727126805,0.25896201177100053,0.3175494917067951,0.2722,Q2,1.0526315789473684,0.631578947368421,0.43713215623327983,0.25896201177100053,0.3373461744248261,0.3445,Q2,0,same
100103,10,1001,4,3,1,0,4,0,105.0,4132.0,11604.0,44.76,1.9,75.24,10.48,2018.0,0,0,2.857142857142857,0.0,0.3552701979668272,0.695024077046549,0.651685393258427,0.5673,Q3,0.9523809523809524,0.0,0.4523809523809524,0.695024077046549,0.7597645799892991,0.6357,Q4,1,worsened 1
160503,16,1605,2,0,1,0,2,0,16.0,45911.0,11849.0,100.0,100.0,87.5,18.75,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.9668271803103263,0.8133,Q5 (Worst),6.25,0.0,0.09443552701979668,0.695024077046549,0.8044408774745854,0.5313,Q3,-2,improved 2
210208,21,2102,2,0,1,0,2,0,95.0,24617.0,9380.0,100.0,71.58,85.26,2.11,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8769395398608881,0.7833,Q4,1.0526315789473684,0.0,0.43713215623327983,0.695024077046549,0.6907437132156233,0.6076,Q4,0,same
050806,05,0508,1,0,1,0,1,0,104.0,26047.0,7865.0,100.0,75.96,56.73,36.54,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8876404494382022,0.7869,Q4,0.9615384615384616,0.0,0.4510433386837881,0.695024077046549,0.8662386302835741,0.6708,Q4,0,same
040805,04,0408,1,0,0,0,1,0,80.0,10117.0,18113.0,86.25,26.25,100.0,42.5,2018.0,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.7688603531300161,0.7473,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.8828250401284109,0.7871,Q4,0,same
210401,21,2104,1,1,1,29,1,0,371.0,10959.0,10608.0,87.87,2.96,84.1,21.02,2026.0,744,529,0.2695417789757413,2.0053908355795147,0.5516318887105404,0.21829855537720708,0.6591760299625468,0.4764,Q3,0.2695417789757413,2.0053908355795147,0.5575173889780631,0.21829855537720708,0.8132691278758695,0.5297,Q3,0,same
190107,19,1901,9,1,2,0,9,0,193.0,8813.0,10359.0,74.61,0.0,79.27,7.25,2026.0,1279,1132,0.5181347150259068,6.626943005181347,0.5387907972177635,0.17549491706795078,0.3175494917067951,0.3439,Q2,1.0362694300518136,6.626943005181347,0.43980738362760835,0.17549491706795078,0.7399678972712681,0.4518,Q3,1,worsened 1
180205,18,1802,2,0,0,0,2,0,60.0,27913.0,21365.0,100.0,100.0,96.67,55.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.9668271803103263,0.8133,Q5 (Worst),0.0,0.0,0.7835741037988229,0.695024077046549,0.9074371321562332,0.7953,Q4,-1,improved 1
050502,05,0505,9,0,2,0,9,0,96.0,22588.0,8633.0,100.0,62.5,70.83,0.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.85741037988229,0.7768,Q4,2.083333333333333,0.0,0.2814339218833601,0.695024077046549,0.3373461744248261,0.4379,Q3,-1,improved 1
080907,08,0809,9,2,2,43,9,0,73.0,6425.0,6077.0,57.53,0.0,60.27,0.0,2026.0,1744,1195,2.73972602739726,23.89041095890411,0.36436597110754415,0.13108614232209737,0.3175494917067951,0.271,Q2,2.73972602739726,23.89041095890411,0.21268057784911718,0.13108614232209737,0.3373461744248261,0.227,Q2,0,same
050608,05,0506,2,0,1,0,2,0,144.0,31200.0,7365.0,100.0,97.92,69.44,25.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.9304440877474586,0.8011,Q5 (Worst),0.6944444444444444,0.0,0.5021401819154628,0.695024077046549,0.8317281968967363,0.6763,Q4,-1,improved 1
050205,05,0502,5,1,1,0,5,0,303.0,11456.0,14600.0,81.19,4.62,86.47,25.08,2022.0,11,11,0.33003300330033003,0.036303630363036306,0.5489566613162119,0.36864633493846977,0.6741573033707865,0.5306,Q3,0.33003300330033003,0.036303630363036306,0.5548421615837347,0.36864633493846977,0.8330658105939005,0.5855,Q3,0,same
080911,08,0809,5,0,1,0,5,0,77.0,28251.0,7411.0,100.0,94.81,70.13,5.19,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.9234884965222044,0.7988,Q4,1.2987012987012987,0.0,0.3889780631353665,0.695024077046549,0.7217763509898342,0.6019,Q4,0,same
080708,08,0807,2,0,1,0,2,0,315.0,21921.0,9276.0,100.0,62.54,80.0,2.54,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8582129481005886,0.7771,Q4,0.31746031746031744,0.0,0.5564472980203318,0.695024077046549,0.6971642589620117,0.6495,Q4,0,same
060907,06,0609,6,5,2,0,6,0,104.0,4929.0,7847.0,45.19,0.0,71.15,0.0,2026.0,61,61,4.807692307692308,0.5865384615384616,0.26003210272873195,0.26431246655965757,0.3175494917067951,0.2806,Q2,1.9230769230769231,0.5865384615384616,0.2972177635098983,0.26431246655965757,0.3373461744248261,0.2996,Q2,0,same
040706,04,0407,1,1,1,0,1,0,18.0,2726.0,3218.0,38.89,27.78,38.89,33.33,2026.0,222,107,5.555555555555555,12.333333333333334,0.23060460139111824,0.1508828250401284,0.7726056714820759,0.3847,Q2,5.555555555555555,12.333333333333334,0.10914927768860354,0.1508828250401284,0.8579454253611557,0.3727,Q2,0,same
221005,22,2210,12,3,2,0,12,0,95.0,4872.0,6016.0,49.47,0.0,63.16,0.0,2026.0,692,647,3.1578947368421053,7.28421052631579,0.33707865168539325,0.16693418940609953,0.3175494917067951,0.2739,Q2,2.1052631578947367,7.28421052631579,0.27929373996789725,0.16693418940609953,0.3373461744248261,0.2612,Q2,0,same
210707,21,2107,2,0,1,0,2,0,125.0,25511.0,10794.0,100.0,87.2,88.0,18.4,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.9063670411985019,0.7931,Q4,0.8,0.0,0.4823434991974318,0.695024077046549,0.7998929909042268,0.6591,Q4,0,same
210309,21,2103,1,1,1,0,1,0,58.0,12911.0,12911.0,82.76,3.45,82.76,3.45,2026.0,58,58,1.7241379310344827,1.0,0.42857142857142855,0.2397003745318352,0.6637239165329053,0.444,Q3,1.7241379310344827,1.0,0.3207597645799893,0.2397003745318352,0.7081326912787587,0.4229,Q3,0,same
040301,04,0403,1,1,1,0,1,0,47.0,4789.0,4789.0,42.55,0.0,42.55,0.0,2018.0,0,0,2.127659574468085,0.0,0.3999464954521134,0.695024077046549,0.3175494917067951,0.4708,Q3,2.127659574468085,0.0,0.27554842161583737,0.695024077046549,0.3373461744248261,0.436,Q3,0,same
100607,10,1006,1,0,0,0,1,0,20.0,9588.0,9588.0,95.0,15.0,95.0,15.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.7295345104333868,0.7342,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.7822364901016586,0.7536,Q4,0,same
080705,08,0807,4,0,1,0,4,0,233.0,12115.0,10110.0,93.99,20.6,77.25,6.87,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.7512038523274478,0.7414,Q4,0.4291845493562232,0.0,0.5430711610486891,0.695024077046549,0.7362225789192082,0.6581,Q4,0,same
120909,12,1209,2,2,0,0,2,0,132.0,6665.0,14134.0,63.64,0.0,100.0,15.15,2018.0,0,0,1.5151515151515151,0.0,0.4521134296415195,0.695024077046549,0.3175494917067951,0.4882,Q3,0.0,0.0,0.7835741037988229,0.695024077046549,0.7835741037988229,0.7541,Q4,1,worsened 1
110205,11,1102,3,0,0,0,3,0,74.0,12765.0,9175.0,100.0,2.7,95.95,2.7,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.6565008025682183,0.7098,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.6998394863563403,0.7261,Q4,0,same
080801,08,0808,4,2,3,32,4,0,366.0,16272.0,16285.0,84.43,34.43,82.51,38.52,2026.0,2234,994,0.546448087431694,6.103825136612022,0.5350454788657036,0.1792402354200107,0.7897271268057785,0.5013,Q3,0.819672131147541,6.103825136612022,0.4794007490636704,0.1792402354200107,0.8737292669876939,0.5108,Q3,0,same
180302,18,1803,0,0,0,0,0,0,56.0,11555.0,10546.0,87.5,12.5,80.36,10.71,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.7225789192081327,0.7319,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.7616372391653291,0.7467,Q4,0,same
100606,10,1006,4,0,1,0,4,0,59.0,10615.0,7306.0,89.83,3.39,81.36,0.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.6629213483146067,0.712,Q4,1.694915254237288,0.0,0.3245050829320492,0.695024077046549,0.3373461744248261,0.4523,Q3,-1,improved 1
080404,08,0804,4,0,1,0,4,0,93.0,24521.0,8575.0,100.0,69.89,93.55,0.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8742643124665597,0.7824,Q4,1.0752688172043012,0.0,0.4317817014446228,0.695024077046549,0.3373461744248261,0.4881,Q3,-1,improved 1
120301,12,1203,5,5,1,114,5,0,82.0,4010.0,7196.0,36.59,0.0,69.51,2.44,2026.0,11141,6329,6.097560975609756,135.8658536585366,0.21214553237025147,0.07009095773140717,0.3175494917067951,0.1999,Q1 (Best),1.2195121951219512,135.8658536585366,0.4028892455858748,0.07009095773140717,0.6939539860888175,0.389,Q2,1,worsened 1
190201,19,1902,24,1,1,0,24,0,567.0,12904.0,12896.0,88.01,11.64,88.01,10.23,2026.0,533,522,0.1763668430335097,0.9400352733686067,0.5548421615837347,0.24344569288389514,0.7191011235955056,0.5058,Q3,0.1763668430335097,0.9400352733686067,0.565008025682183,0.24344569288389514,0.7589620117710005,0.5225,Q3,0,same
040409,04,0404,1,1,1,0,1,0,112.0,8286.0,13965.0,74.11,1.79,83.04,39.29,2018.0,0,0,0.8928571428571428,0.0,0.5077581594435527,0.695024077046549,0.6495452113429642,0.6174,Q4,0.8928571428571428,0.0,0.46441947565543074,0.695024077046549,0.8758694489031568,0.6784,Q4,0,same
090102,09,0901,6,6,1,0,6,0,117.0,3760.0,14479.0,37.61,0.0,79.49,34.19,2026.0,8,8,5.128205128205128,0.06837606837606838,0.24344569288389514,0.35580524344569286,0.3175494917067951,0.3056,Q2,0.8547008547008548,0.06837606837606838,0.47164258962011774,0.35580524344569286,0.860888175494917,0.5628,Q3,1,worsened 1
210201,21,2102,4,1,2,45,4,0,311.0,10100.0,9620.0,85.85,1.93,85.21,0.0,2026.0,1043,995,0.3215434083601286,3.3536977491961415,0.550561797752809,0.19957196361690743,0.6522204387372926,0.4675,Q3,0.6430868167202572,3.3536977491961415,0.5120385232744783,0.19957196361690743,0.3373461744248261,0.3497,Q2,-1,improved 1
130301,13,1303,1,1,1,8,1,0,122.0,6564.0,6843.0,59.84,1.64,59.84,3.28,2026.0,73,69,0.819672131147541,0.5983606557377049,0.5168539325842697,0.26270733012306047,0.6479400749063671,0.4758,Q3,0.819672131147541,0.5983606557377049,0.4794007490636704,0.26270733012306047,0.7057249866238631,0.4826,Q3,0,same
050617,05,0506,2,0,1,0,2,0,131.0,22804.0,13946.0,100.0,62.6,78.63,31.3,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8587479935794543,0.7772,Q4,0.7633587786259541,0.0,0.4884965222043874,0.695024077046549,0.8523274478330658,0.6786,Q4,0,same
210308,21,2103,4,1,1,0,4,0,78.0,13700.0,13700.0,85.9,30.77,83.33,30.77,2026.0,40,40,1.282051282051282,0.5128205128205128,0.47030497592295345,0.2685928303905832,0.7795612627073302,0.5062,Q3,1.282051282051282,0.5128205128205128,0.391653290529695,0.2685928303905832,0.8504547886570358,0.5036,Q3,0,same
081103,08,0811,2,1,1,0,2,0,289.0,14597.0,15400.0,83.39,32.18,83.39,30.1,2018.0,0,0,0.34602076124567477,0.0,0.5473515248796148,0.695024077046549,0.7849117174959872,0.6758,Q4,0.34602076124567477,0.0,0.5527019796682718,0.695024077046549,0.8485821294810059,0.6988,Q4,0,same
040507,04,0405,1,1,0,0,1,0,53.0,5304.0,20428.0,58.49,5.66,100.0,62.26,2018.0,0,0,1.8867924528301887,0.0,0.4162653825575174,0.695024077046549,0.6837881219903692,0.5984,Q3,0.0,0.0,0.7835741037988229,0.695024077046549,0.9250936329588015,0.8012,Q5 (Worst),2,worsened 2
030501,03,0305,11,1,1,0,11,0,154.0,8675.0,9352.0,78.57,1.95,79.87,0.0,2026.0,8149,1825,0.6493506493506493,52.91558441558441,0.5283574103798823,0.10593900481540931,0.6543606206527555,0.4296,Q3,0.6493506493506493,52.91558441558441,0.5096308186195827,0.10593900481540931,0.3373461744248261,0.3176,Q2,-1,improved 1
010701,01,0107,31,2,7,46,29,1,136.0,11726.0,7155.0,94.85,19.85,63.24,0.0,2026.0,5785,4913,1.4705882352941175,42.536764705882355,0.45719636169074374,0.11396468699839486,0.7469234884965222,0.4394,Q3,5.147058823529411,42.536764705882355,0.11771000535045478,0.11396468699839486,0.3373461744248261,0.1897,Q1 (Best),-2,improved 2
211201,21,2112,4,1,1,30,4,0,64.0,6333.0,6073.0,65.62,0.0,62.5,0.0,2026.0,560,538,1.5625,8.75,0.44435527019796683,0.1615837346174425,0.3175494917067951,0.3078,Q2,1.5625,8.75,0.34563937934724454,0.1615837346174425,0.3373461744248261,0.2815,Q2,0,same
240104,24,2401,4,4,1,0,4,0,28.0,3021.0,5754.0,28.57,3.57,53.57,17.86,2025.0,11,11,14.285714285714285,0.39285714285714285,0.07731407169609417,0.2841091492776886,0.6650615302300695,0.3422,Q2,3.571428571428571,0.39285714285714285,0.1586409844836811,0.2841091492776886,0.7990904226859283,0.4139,Q3,1,worsened 1
050411,05,0504,5,0,0,0,5,0,50.0,14780.0,19361.0,100.0,18.0,100.0,44.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.7383627608346709,0.7371,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.8881754949170679,0.7889,Q4,0,same
050613,05,0506,3,0,1,0,3,0,147.0,48327.0,8035.0,100.0,100.0,83.67,10.2,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.9668271803103263,0.8133,Q5 (Worst),0.6802721088435374,0.0,0.5045478865703584,0.695024077046549,0.7578919208132692,0.6525,Q4,-1,improved 1
190305,19,1903,6,5,1,0,6,0,106.0,5589.0,9193.0,56.6,0.0,83.02,0.0,2026.0,87,84,4.716981132075472,0.8207547169811321,0.2680577849117175,0.24879614767255218,0.3175494917067951,0.2781,Q2,0.9433962264150944,0.8207547169811321,0.4534510433386838,0.24879614767255218,0.3373461744248261,0.3465,Q2,0,same
150604,15,1506,4,4,2,0,4,0,75.0,2511.0,3751.0,18.67,0.0,30.67,0.0,2018.0,0,0,5.333333333333334,0.0,0.23809523809523808,0.695024077046549,0.3175494917067951,0.4169,Q3,2.666666666666667,0.0,0.21856607811663992,0.695024077046549,0.3373461744248261,0.417,Q3,0,same
140102,14,1401,3,1,2,8,3,0,67.0,6029.0,4680.0,53.73,1.49,40.3,0.0,2026.0,311,277,1.4925373134328357,4.641791044776119,0.45585874799357945,0.18833600856072766,0.6455323702514714,0.4299,Q3,2.9850746268656714,4.641791044776119,0.19020866773675763,0.18833600856072766,0.3373461744248261,0.2386,Q2,-1,improved 1
190110,19,1901,4,1,0,0,4,0,208.0,12339.0,14560.0,79.33,4.33,99.52,2.88,2026.0,6,6,0.4807692307692308,0.028846153846153848,0.5403959336543607,0.3723916532905297,0.6720171214553237,0.5283,Q3,0.0,0.028846153846153848,0.7835741037988229,0.3723916532905297,0.7014446227929374,0.6191,Q4,1,worsened 1
040309,04,0403,1,1,0,0,1,0,40.0,12128.0,33487.0,67.5,12.5,100.0,97.5,2018.0,0,0,2.5,0.0,0.3723916532905297,0.695024077046549,0.7225789192081327,0.5967,Q3,0.0,0.0,0.7835741037988229,0.695024077046549,0.9743178170144462,0.8176,Q5 (Worst),2,worsened 2
150801,15,1508,4,2,3,279,3,1,27.0,14237.0,15815.0,85.19,7.41,85.19,0.0,2026.0,36579,30301,7.4074074074074066,1354.7777777777778,0.1720171214553237,0.03263777421080792,0.6944890315676833,0.2997,Q2,11.11111111111111,1354.7777777777778,0.0599250936329588,0.03263777421080792,0.3373461744248261,0.1433,Q1 (Best),-1,improved 1
040108,04,0401,7,3,2,0,7,0,65.0,4306.0,4369.0,44.62,0.0,43.08,0.0,2026.0,2,2,4.615384615384616,0.03076923076923077,0.27046548956661315,0.37185660781166396,0.3175494917067951,0.32,Q2,3.076923076923077,0.03076923076923077,0.1819154628143392,0.37185660781166396,0.3373461744248261,0.297,Q2,0,same
210805,21,2108,7,0,1,0,7,0,184.0,36628.0,9504.0,100.0,100.0,85.33,3.8,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.9668271803103263,0.8133,Q5 (Worst),0.5434782608695652,0.0,0.5302300695559122,0.695024077046549,0.7126805778491172,0.646,Q4,-1,improved 1
120108,12,1201,1,1,1,0,1,0,60.0,13867.0,16844.0,85.0,15.0,85.0,35.0,2018.0,0,0,1.6666666666666667,0.0,0.43418940609951845,0.695024077046549,0.7295345104333868,0.6196,Q4,1.6666666666666667,0.0,0.32878544676297483,0.695024077046549,0.8624933119315141,0.6288,Q4,0,same
100602,10,1006,5,0,1,0,5,0,53.0,15949.0,10372.0,100.0,26.42,73.58,26.42,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.7693953986088817,0.7475,Q4,1.8867924528301887,0.0,0.3012306046013911,0.695024077046549,0.8373461744248261,0.6112,Q4,0,same
040413,04,0404,1,1,0,0,1,0,51.0,3975.0,19511.0,41.18,3.92,100.0,47.06,2023.0,600,351,1.9607843137254901,11.764705882352942,0.41091492776886035,0.15302300695559123,0.6688068485821295,0.4109,Q3,0.0,11.764705882352942,0.7835741037988229,0.15302300695559123,0.8945960406634564,0.6104,Q4,1,worsened 1
100701,10,1007,4,0,1,0,4,0,135.0,17407.0,7206.0,100.0,24.44,71.11,0.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.763509898341359,0.7455,Q4,0.7407407407407408,0.0,0.492776886035313,0.695024077046549,0.3373461744248261,0.5084,Q3,-1,improved 1
200501,20,2005,6,2,1,91,5,1,12.0,9328.0,9933.0,66.67,25.0,66.67,25.0,2026.0,5192,4715,16.666666666666664,432.6666666666667,0.06607811663991439,0.0454788657035848,0.7656500802568218,0.2924,Q2,8.333333333333332,432.6666666666667,0.0738362760834671,0.0454788657035848,0.8317281968967363,0.317,Q2,0,same
190109,19,1901,10,1,3,50,10,0,281.0,10998.0,8546.0,88.97,19.57,78.29,14.95,2026.0,4056,4013,0.3558718861209964,14.434163701067616,0.5462814339218833,0.14606741573033707,0.7450508293204923,0.4791,Q3,1.0676156583629894,14.434163701067616,0.4328517924023542,0.14606741573033707,0.7817014446227929,0.4535,Q3,0,same
090608,09,0906,1,0,1,0,1,0,146.0,24173.0,17014.0,100.0,66.44,87.67,38.36,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8662386302835741,0.7797,Q4,0.684931506849315,0.0,0.5032102728731942,0.695024077046549,0.8731942215088283,0.6905,Q4,0,same
080703,08,0807,5,0,0,0,5,0,197.0,18379.0,13598.0,100.0,37.06,100.0,0.51,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.7961476725521669,0.7564,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.6757624398073836,0.7181,Q4,0,same
140304,14,1403,2,0,1,0,2,0,76.0,19131.0,3709.0,100.0,44.74,43.42,6.58,2020.0,69,69,0.0,0.9078947368421053,0.777956126270733,0.24505082932049224,0.8127340823970037,0.6119,Q4,1.3157894736842104,0.9078947368421053,0.3855002675227394,0.24505082932049224,0.7330123060460139,0.4545,Q3,-1,improved 1
060607,06,0606,24,23,3,0,23,1,111.0,1394.0,6592.0,0.0,0.0,63.06,0.0,2026.0,52,40,20.72072072072072,0.46846846846846846,0.04922418405564473,0.2739432851792402,0.3175494917067951,0.2136,Q2,2.7027027027027026,0.46846846846846846,0.21562332798287853,0.2739432851792402,0.3373461744248261,0.2756,Q2,0,same
100403,10,1004,2,2,0,0,2,0,65.0,15407.0,15576.0,61.54,24.62,98.46,27.69,2018.0,0,0,3.076923076923077,0.0,0.3434991974317817,0.695024077046549,0.7645799892990904,0.601,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.841091492776886,0.7732,Q4,0,same
120807,12,1208,1,0,0,0,1,0,234.0,15546.0,19508.0,99.15,0.85,100.0,45.3,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.6393793472445158,0.7041,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.8919208132691279,0.7902,Q4,0,same
130701,13,1307,3,2,1,19,3,0,33.0,2454.0,3438.0,15.15,0.0,18.18,0.0,2026.0,584,532,6.0606060606060606,17.696969696969695,0.21348314606741572,0.14018191546281433,0.3175494917067951,0.2237,Q2,3.0303030303030303,17.696969696969695,0.18566078116639914,0.14018191546281433,0.3373461744248261,0.2211,Q2,0,same
210701,21,2107,6,2,2,22,6,0,111.0,10319.0,9737.0,79.28,0.9,79.28,0.0,2026.0,761,456,1.8018018018018018,6.8558558558558556,0.42375601926163725,0.17228464419475656,0.6399143927233815,0.412,Q3,1.8018018018018018,6.8558558558558556,0.31112894596040663,0.17228464419475656,0.3373461744248261,0.2736,Q2,-1,improved 1
210310,21,2103,3,0,1,0,3,0,202.0,33515.0,10548.0,100.0,89.6,79.7,0.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.9111824505082932,0.7947,Q4,0.49504950495049505,0.0,0.5355805243445693,0.695024077046549,0.3373461744248261,0.5227,Q3,-1,improved 1
210802,21,2108,2,0,1,0,2,0,250.0,22991.0,12892.0,100.0,59.6,82.4,3.6,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8485821294810059,0.7739,Q4,0.4,0.0,0.5473515248796148,0.695024077046549,0.7100053504547886,0.6508,Q4,0,same
200303,20,2003,7,0,1,0,6,1,56.0,16928.0,9384.0,85.71,42.86,75.0,23.21,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8087212413055109,0.7606,Q4,1.7857142857142856,0.0,0.3135366506153023,0.695024077046549,0.8239700374531835,0.6108,Q4,0,same
211208,21,2112,1,0,1,0,1,0,35.0,9672.0,7512.0,74.29,2.86,57.14,0.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.6575708935259497,0.7102,Q4,2.857142857142857,0.0,0.20331728196896737,0.695024077046549,0.3373461744248261,0.4119,Q3,-1,improved 1
250105,25,2501,23,2,3,0,23,0,79.0,9281.0,8110.0,75.95,0.0,72.15,10.13,2026.0,8230,6577,2.5316455696202533,104.17721518987342,0.37051899411449973,0.07972177635098983,0.3175494917067951,0.2559,Q2,3.79746835443038,104.17721518987342,0.1487426431246656,0.07972177635098983,0.7565543071161048,0.3283,Q2,0,same
160112,16,1601,9,1,5,120,9,0,63.0,8702.0,8692.0,73.02,4.76,73.02,3.17,,0,0,1.5873015873015872,0.0,0.4419475655430712,0.695024077046549,0.6757624398073836,0.6042,Q4,7.936507936507936,0.0,0.07651150347779562,0.695024077046549,0.7046548956661316,0.4921,Q3,-1,improved 1
080601,08,0806,8,4,4,98,8,0,437.0,9192.0,8802.0,78.03,18.99,78.03,18.99,2026.0,5559,3843,0.9153318077803204,12.720823798627002,0.5040128410914928,0.149812734082397,0.7426431246655966,0.4655,Q3,0.9153318077803204,12.720823798627002,0.4596040663456394,0.149812734082397,0.8057784911717496,0.4717,Q3,0,same
110108,11,1101,2,2,0,0,2,0,229.0,6073.0,19022.0,58.08,0.0,95.2,39.3,2025.0,257,251,0.8733624454148471,1.1222707423580787,0.5098983413590155,0.23542001070090957,0.3175494917067951,0.3543,Q2,0.0,1.1222707423580787,0.7835741037988229,0.23542001070090957,0.8764044943820225,0.6318,Q4,2,worsened 2
130208,13,1302,4,1,3,13,4,0,45.0,7009.0,6868.0,66.67,0.0,64.44,0.0,2026.0,7794,3064,2.2222222222222223,173.2,0.39218833600856073,0.06420545746388442,0.3175494917067951,0.258,Q2,6.666666666666667,173.2,0.09042268592830391,0.06420545746388442,0.3373461744248261,0.164,Q1 (Best),-1,improved 1
220508,22,2205,3,0,0,0,3,0,10.0,6100.0,6100.0,70.0,10.0,70.0,10.0,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.7092027822364901,0.7274,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.7560192616372392,0.7449,Q4,0,same
050304,05,0503,3,0,0,0,3,0,206.0,18913.0,19657.0,100.0,43.69,100.0,48.54,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8111289459604066,0.7614,Q4,0.0,0.0,0.7835741037988229,0.695024077046549,0.8967362225789192,0.7918,Q4,0,same
050706,05,0507,4,0,1,0,4,0,85.0,24493.0,10473.0,100.0,74.12,77.65,1.18,,0,0,0.0,0.0,0.777956126270733,0.695024077046549,0.8855002675227395,0.7862,Q4,1.1764705882352942,0.0,0.41198501872659177,0.695024077046549,0.6800428036383093,0.5957,Q3,-1,improved 1
250107,25,2501,14,6,3,0,13,1,35.0,5711.0,10352.0,54.29,0.0,94.29,0.0,2026.0,3568,1809,17.142857142857142,101.94285714285714,0.06260032102728733,0.08079186730872125,0.3175494917067951,0.1536,Q1 (Best),8.571428571428571,101.94285714285714,0.07169609416800428,0.08079186730872125,0.3373461744248261,0.1633,Q1 (Best),0,same
200104,20,2001,17,7,8,220,14,2,36.0,6006.0,4725.0,58.33,8.33,50.0,5.56,2026.0,13366,12116,19.444444444444446,371.27777777777777,0.05457463884430177,0.047619047619047616,0.7009095773140717,0.2677,Q2,22.22222222222222,371.27777777777777,0.03932584269662921,0.047619047619047616,0.7252541466024612,0.2707,Q2,0,same
